state,w,b
000100102000000000000010100000230200111000011001002001000020000000010000000111000,0,1
000111000000210000000020000100002001112000100001200000000132000000010000000011010,0,2
000000000000000200000200000002100000010200000000000000013002110100000000002010000,2,0
001000000000010000001000010000001201000103201000010000000001000200000100000100000,0,2
000000001110000111110002001002200200002230000000202100010000010001000000000111000,1,0
001000100010000010100020001000203000102200200000000200100010001010000010001000000,0,1
000000000000010000010010000001301000100000001000100000000210100000000000000010000,0,1
000000000000000000000001000000203210002002200002002000000120010000000100000011000,1,0
002011000000000000000100000001000100110002000100030100000100000000000100001001000,0,2
000011000000002000000110020000131000110101011000010001000000000000000120000010000,0,2
000110000000011000000000200100201000110230011100101000000020000002011000000010000,0,2
002011000000000000010100000100020001100232001100020201000020010000000100000111000,0,1
000010000000000100000000010020131001000000001001000001000000000000000100000000000,0,1
000000101002000100002000000102001001000231000120002001000002001000100010110010200,2,0
100000000010000100000002000100020201112030011100020001000022000000200010000000111,2,0
000111000000010000000020000100020001102232011100020001010000020001000200000111000,0,1
002001000020010010100030010020000201000200001100022000000020100010010000010111000,2,0
000100000000000000000010020002030001100200201100010000000001000000010000000111000,2,0
102011001000010000000020000001022000111030201000211000020000000000000000100010001,2,0
000110010002010031000000000000200000112202201100020001000020000100000000001001010,2,0
000110000000010000000000000102100000102200201100030001000002000000000000000101000,2,0
000100002000000000001001010100202100012000300000002211100200000000010000000111000,1,0
000111000021000000000101000100020001100000010000000000010023010001010000000011200,0,1
001001000000000000001000100000100001100000011100230201000020000000012000000111000,0,1
100001000000000000020000000100030001112202211100020001000020000000010000000111000,2,0
000000000001000100010000010100300000000000001000200100001022010100001100000100000,0,1
000010010100000001001102100002302000000002001100002201011220000001000001000000011,2,0
000111000000012000000020000100220001010000211001200001120003000000000001000000110,1,0
000010111100000000011200000000302000100202001002002201010020000100000010001000011,2,0
000000000002000000002200100001130100100101000000010000000101000000010000000010020,0,2
000011000000000001000100000100020001100102211100200301000020000000000100000011000,0,1
001010000000010000000200000000020201110230011002012020000002000000000000000010000,2,0
000000000000000000001100000001000000000100000003201100011200010010100100001000000,0,2
100111000000000010020000000000000001110232211102020001000101000002010000000010000,0,2
000000000000000100010001000012200000100202211001302001000200000000000100000000000,1,0
000011000000110000300000000000202001110102211100020001000020000000010000000011000,2,0
000011000000010000000200000001001000110200011100103200000100000000010000000010000,0,2
000000000001000000000101000100210100110032011001020100000000000000000000000011000,0,1
000010101101000010010020000000302000100202001002020201100020000010000010010000011,2,0
001000012000000000000100100000030000110100011001002001000200200000010000000111000,0,1
000111000000010000000002000100020001112232211101000000000020000000000100000111000,0,1
000010000000000000001100000100210100102301000001010000000111000001000000000000000,0,1
000111000001000000010000010000010100102002201100020001000320000001200000000111000,1,0
000101000000010000000000000100012200100130201002022001000220000000010000000110100,2,0
000111000000010000000020000100020001112230101100020201000020000000010000000111000,2,2
001111010100000000000020001000020000102232000000020201000020000100000000000110000,1,0
000111000000010001000020000101300000112202210100020001000020000000010000000111000,1,0
100011000000000100000020000100020001112232211100020001000020000000010000000111000,2,0
002010001100010200000001002001020000110131001000210000000200000000000000100010001,2,0
000111000000010000010002000100020001102232211100020001000020000000010000000111000,6,3
200000010010200001020000000020100000001030000000000110000101000000100000010000201,2,0
001000000010000010100020101000203000102200200000020000100000201010000010001010000,0,1
000010000000000000002111000000000100113202011120020100000020000001000000000111000,0,2
010011000000010000000002000102020001100230211100022001000020000000010000010111000,2,0
000111000000000100000002010010100000000002310000102001012200000001000100000000020,1,0
000100000000010000010200110000200100000000001002202201003000010200010000001011000,1,0
000000110100001010200020000020200000000130200001000000000110000000000200110000201,2,0
000111000001002000000020010100020001102200001000000020010023010100010000000111200,0,1
000011000000010000000100002100020001110232211100020001000020000000010000002111000,0,2
000110000000010000000020000000202000102031001000100100000020000000210000000110000,2,0
001010000000000000020000002100020001100232001102020000000002000100000000010010010,1,0
100100000000000111010002000002200201102232001000200000010000110001000000000111000,1,0
012011000000012000000000020100020001100230211100020001000020000010010000001011000,0,2
000011000000010200002020000100020001110232011100020001000020000000010000000111000,2,0
000010000001000000010000110001000001000000000000301001010000000001000100000000000,0,1
000011000000100000000000000103000200112200100100020001000020000000010000000111000,1,0
100001000000000000000002000002211000110232211100020001000020000000010000000111000,2,0
001000000000000100010000000100000000100100001000020000010321010001000000000100000,0,1
000010000000000000000012010100000001110001001000131001002000000000010020000010000,0,2
000110100001000000010220010100000001102202001100020000000020301001000000000110102,1,0
020011000103000000010002000000100000000002211000020001001020000000010000000011000,0,1
000010000100000000001010000000000001000300101000010000001000000000001000000010000,0,1
000011000000000100001102010012200201013000000001202001000122010000000100000011000,0,2
000010000000010000002100000102201000110003001100001000000000200000010000000010000,0,2
010000000011000000010000000000010100000130001001000201010001010001000000000110000,0,1
001000000000000000000100000000001001001100101100210301000001200000000100000000000,0,1
000111000001000100010020010000022001100032001000200101000000000001000100000000000,0,1
001001000002000000103200000000020001012002211000020001000200000100010000110011000,2,0
000010000000000000000111000100000001100102211100200301000000020000000100000011000,0,1
000011200000010000000020000001020100110100001100002100000202310000000000000110100,0,1
000011000021000000000000000000001000013001011001100001000000000101010000000110000,0,2
000111000000200000000000000100012000112230011100002001000020000000010000000110000,0,1
110111000000010000020000000000220001102232211100000001000020000000010000000111000,1,0
000000100000000000000010100100000000100001011100013000000002000200000100002111000,0,1
000000000010000010001120101000200300000002200000000000100000101010000010001000000,0,1
000011000000010000000120000100220001112032211100020001000020000000010000000111000,1,0
001011000010000000100020100000002001103202001002020201000020000101000100000101010,2,0
